hour; freq
0.11380880121396064; 0.6460342146189735
1.1153262518968141; 0.6516329704510109
2.1168437025796685; 0.673094867807154
3.103186646433995; 0.6376360808709175
4.104704097116848; 0.5956454121306376
5.1213960546282244; 0.5863141524105755
6.122913505311081; 0.5181959564541215
7.124430955993935; 0.48646967340590985
8.141122913505313; 0.44167962674961125
9.112291350531109; 0.3922239502332815
10.14415781487102; 0.3744945567651633
11;nan
12;nan
13;nan
14.15022761760243; 0.5891135303265941
15.151745068285281; 0.5023328149300156
16.153262518968134; 0.47153965785381025
17.15477996965099; 0.7001555209953343
18.171471927162372; 0.6936236391912909
19.142640364188168; 0.7402799377916018
20.189681335356603; 0.744945567651633
21.176024279210928; 0.7188180404354587
22.177541729893782; 0.7048211508553655
23.179059180576637; 0.6712286158631415
